BARCAŚ	(.|#|)bartsaS(.|#|)
JACLOMA	(.|#|)jatslOma(.|#|)
JACLU	(.|#|)jatslu(.|#|)
JACMJENIŠĆO	(.|#|)jatsmjEniStSO(.|#|)
JACMJENJOWEM	(.|#|)jatsmjEnjOwEm(.|#|)
JACMJENJOWEM	(.|#|)jatsmjEnjowEm(.|#|)
JACMUŠKOMA	(.|#|)jatsmuSkOma(.|#|)
JACMUŠKOMA	(.|#|)jatsmuSkUma(.|#|)
JACSŁAW	(.|#|)jatsswau(.|#|)
JADENNAJADEN	(.|#|)jadEnajadEn(.|#|)
JADENPÓROŹONA	(.|#|)jadEnpUrOZOna(.|#|)
JADENROGACOWU	(.|#|)jadEnrOgatsOwu(.|#|)
JADENROGACOWU	(.|#|)jadEnrOgatsowu(.|#|)
JADNAB	(.|#|)jadnap(.|#|)
JADNAKANJACH	(.|#|)jadnakanjax(.|#|)
JADNAKOKUTNYMA	(.|#|)jadnakOkutn1ma(.|#|)
JADNAKORYM	(.|#|)jadnakOr1m(.|#|)
JADNANJE	(.|#|)jadnan(j|)E(.|#|)
JADNASTKA	(.|#|)jadnastka(.|#|)
JADNASĆINACH	(.|#|)jadnastSinax(.|#|)
JADNAŃSKEM	(.|#|)jadnajnskEm(.|#|)
JADNAŔ	(.|#|)jadnar(.|#|)
JADNOAKTOWEMU	(.|#|)jadnOaktOwEmu(.|#|)
JADNOAKTOWEMU	(.|#|)jadnOaktowEmu(.|#|)
JADNOBOCNOSĆAMI	(.|#|)jadnObOtsnOstSami(.|#|)
JADNOBOCNOSĆAMI	(.|#|)jadnObOtsnOStSami(.|#|)
JADNOCELARJA	(.|#|)jadnOtsElarja(.|#|)
JADNOCELOWY	(.|#|)jadnOtsElOw1(.|#|)
JADNOCELOWY	(.|#|)jadnOtsElow1(.|#|)
JADNOCYFROWE	(.|#|)jadnOts1frOwE(.|#|)
JADNOCYFROWE	(.|#|)jadnOts1frowE(.|#|)
JADNODNJOWNYCH	(.|#|)jadnOdnjOun1x(.|#|)
JADNODNJOWNYCH	(.|#|)jadnOdnjoun1x(.|#|)
JADNOETAŽOWY	(.|#|)jadnOEtaZOw1(.|#|)
JADNOETAŽOWY	(.|#|)jadnOEtaZow1(.|#|)
JADNOFAZOWEM	(.|#|)jadnOfazOwEm(.|#|)
JADNOFAZOWEM	(.|#|)jadnOfazowEm(.|#|)
JADNOJĚZDNA	(.|#|)jadnOjjizdna(.|#|)
JADNOJĚZDOWEGO	(.|#|)jadnOjjizdOwEgO(.|#|)
JADNOJĚZDOWEGO	(.|#|)jadnOjjizdowEgO(.|#|)
JADNOKOPYTARJOMA	(.|#|)jadnOkOp1tarjOma(.|#|)
JADNOKÓLASOWEJU	(.|#|)jadnOkUlasOweju(.|#|)
JADNOKÓLASOWEJU	(.|#|)jadnOkUlasoweju(.|#|)
JADNOLĚTNIKI	(.|#|)jadnOljitniki(.|#|)
JADNOMYSLNEJU	(.|#|)jadnOm1slneju(.|#|)
JADNOMĚSTNY	(.|#|)jadnOmjistn1(.|#|)
JADNONOGATEJE	(.|#|)jadnOnOgatejE(.|#|)
JADNOPÓROŹONEM	(.|#|)jadnOpUrOZOnEm(.|#|)
JADNORAZOWOSĆU	(.|#|)jadnOrazOwOstSu(.|#|)
JADNORAZOWOSĆU	(.|#|)jadnOrazowOStSu(.|#|)
JADNORUCNA	(.|#|)jadnOrutsna(.|#|)
JADNORĚDOWEMU	(.|#|)jadnOrjidOwEmu(.|#|)
JADNORĚDOWEMU	(.|#|)jadnOrjidowEmu(.|#|)
JADNOSMĚROWYCH	(.|#|)jadnOsmjirOw1x(.|#|)
JADNOSMĚROWYCH	(.|#|)jadnOsmjirow1x(.|#|)
JADNOSTROŃSKIMA	(.|#|)jadnOstrOjnskima(.|#|)
JADNOTLIWCA	(.|#|)jadnOtliutsa(.|#|)
JADNOTLIWCOMA	(.|#|)jadnOtliutsOma(.|#|)
JADNOTLIWCU	(.|#|)jadnOtliutsu(.|#|)
JADNOTLIWOSĆ	(.|#|)jadnOtliwOstS(.|#|)
JADNOTLIWOSĆ	(.|#|)jadnOtliwOStS(.|#|)
JADNOTLIWOSĆAM	(.|#|)jadnOtliwOstSam(.|#|)
JADNOTLIWOSĆAM	(.|#|)jadnOtliwOStSam(.|#|)
JADNOWÓSOWY	(.|#|)jadnOwUsOw1(.|#|)
JADNOWÓSOWY	(.|#|)jadnowUsow1(.|#|)
JADNOZWĚZKOWEJ	(.|#|)jadnOzwjizkOwej(.|#|)
JADNOZWĚZKOWEJ	(.|#|)jadnOzwjizkowej(.|#|)
JADNOZŁOŽKOWYMI	(.|#|)jadnOzwOSkOw1mi(.|#|)
JADNOZŁOŽKOWYMI	(.|#|)jadnOzwOSkow1mi(.|#|)
JADNOŚMY	(.|#|)jadnOSm1(.|#|)
JADNOŚMY	(.|#|)jadnOSmU(.|#|)
JADNOŚONEM	(.|#|)jadnOSOnEm(.|#|)
JADNOŹĚLNYCH	(.|#|)jadnOZjiln1x(.|#|)
JADNUČKEJE	(.|#|)jadnutSkejE(.|#|)
JADOMA	(.|#|)jadOma(.|#|)
JADRAŃSKIMA	(.|#|)jadrajnskima(.|#|)
JADUŠACH	(.|#|)jaduSax(.|#|)
JADUŠECYMI	(.|#|)jaduSEts1mi(.|#|)
JADUŠYWA	(.|#|)jaduS1wa(.|#|)
JADUŠYWMY	(.|#|)jaduS1um1(.|#|)
JADUŠYWMY	(.|#|)jaduS1umU(.|#|)
JADUŠYWOSĆOMA	(.|#|)jaduS1wOstSOma(.|#|)
JADUŠYWOSĆOMA	(.|#|)jaduS1wOStSOma(.|#|)
JADUŠYWTEJ	(.|#|)jaduS1utej(.|#|)
JADUŠYWU	(.|#|)jaduS1wu(.|#|)
JADUŠYWYM	(.|#|)jaduS1w1m(.|#|)
JADUŠYWŚO	(.|#|)jaduS1uSO(.|#|)
JADY	(.|#|)jad1(.|#|)
JAGAŔTEJ	(.|#|)jagartej(.|#|)
JAGAŔŚO	(.|#|)jagarSO(.|#|)
JAGEŁ	(.|#|)jagEw(.|#|)
JAGNJATYCH	(.|#|)jagnjat1x(.|#|)
JAGNJEŃSKIMA	(.|#|)jagn(j|)Ejnskima(.|#|)
JAGNJEŃSKIMA	(.|#|)jagn(j|)ejnskima(.|#|)
JAGNJEŚINA	(.|#|)jagn(j|)ESina(.|#|)
JAGNJEŚINYMA	(.|#|)jagn(j|)ESin1ma(.|#|)
JAGODAŔ	(.|#|)jagOdar(.|#|)
JAGODCE	(.|#|)jagOdtsE(.|#|)
JAGODKA	(.|#|)jagOtka(.|#|)
JAGODNEGO	(.|#|)jagOdnEgO(.|#|)
JAGODU	(.|#|)jagOdu(.|#|)
JAGUARACH	(.|#|)jaguarax(.|#|)
JAGŁARJAM	(.|#|)jagwarjam(.|#|)
JAGŁAŔ	(.|#|)jagwar(.|#|)
JAGŃ	(.|#|)jagjn(.|#|)
JAGŃMY	(.|#|)jagjnm1(.|#|)
JAGŃMY	(.|#|)jagjnmU(.|#|)
JAGŃTEJ	(.|#|)jagjntej(.|#|)
JAGŃŚO	(.|#|)jagjnSO(.|#|)
JAJ	(.|#|)jaj(.|#|)
JAJAKOW	(.|#|)jajakO(.|#|)
JAJAKOW	(.|#|)jajako(.|#|)
JAJC	(.|#|)jajts(.|#|)
JAJCE	(.|#|)jajtsE(.|#|)
JAJISKOJU	(.|#|)jajiskOju(.|#|)
JAJNIKOM	(.|#|)jajnikOm(.|#|)
JAJNIKOM	(.|#|)jajnikUm(.|#|)
JAJO	(.|#|)jajO(.|#|)
JAJOWATY	(.|#|)jajOwat1(.|#|)
JAJOWATY	(.|#|)jajowat1(.|#|)
JAK	(.|#|)jak(.|#|)
JAKA	(.|#|)jaka(.|#|)
JAKLOM	(.|#|)jaklOm(.|#|)
JAKOBCAM	(.|#|)jakObtsam(.|#|)
JAKOBIKAMI	(.|#|)jakObikami(.|#|)
JAKUBAŠAMI	(.|#|)jakubaSami(.|#|)
JAKUBAŠE	(.|#|)jakubaSE(.|#|)
JAKUBCACH	(.|#|)jakubtsax(.|#|)
JAKUBCU	(.|#|)jakubtsu(.|#|)
JAKUBIKI	(.|#|)jakubiki(.|#|)
JAKUBUŠOW	(.|#|)jakubuSO(.|#|)
JAKUBUŠOW	(.|#|)jakubuSo(.|#|)
JAKULCOMA	(.|#|)jakultsOma(.|#|)
JAKUTSKICH	(.|#|)jakutskix(.|#|)
JAKUTSKICH	(.|#|)jakutskiC(.|#|)
JAKŠ	(.|#|)jakS(.|#|)
JAKŠACH	(.|#|)jakSax(.|#|)
JALCYKOWU	(.|#|)jalts1kOwu(.|#|)
JALCYKOWU	(.|#|)jalts1kowu(.|#|)
JALICU	(.|#|)jalitsu(.|#|)
JALIGOJSKU	(.|#|)jaligOjsku(.|#|)
JAMBISKE	(.|#|)jambiskE(.|#|)
JAMCYCKU	(.|#|)jamts1tsku(.|#|)
JAMKATEM	(.|#|)jamkatEm(.|#|)
JAMNACH	(.|#|)jamnax(.|#|)
JAMNOJSKA	(.|#|)jamnOjska(.|#|)
JAMOWANU	(.|#|)jamOwanu(.|#|)
JAMOWANU	(.|#|)jamowanu(.|#|)
JAMUJMY	(.|#|)jamujm1(.|#|)
JAMUJMY	(.|#|)jamujmU(.|#|)
JAN	(.|#|)jan(.|#|)
JANAKACH	(.|#|)janakax(.|#|)
JANAŠAM	(.|#|)janaSam(.|#|)
JANAŠCE	(.|#|)janaStsE(.|#|)
JANGLATOSĆ	(.|#|)janglatOstS(.|#|)
JANGLATOSĆ	(.|#|)janglatOStS(.|#|)
JANJURJE	(.|#|)janjur(j|)E(.|#|)
JANK	(.|#|)jank(.|#|)
JANKOWOWU	(.|#|)jankOwOwu(.|#|)
JANKOWOWU	(.|#|)jankowowu(.|#|)
JANKTSE	(.|#|)janktsE(.|#|)
JANLIBOW	(.|#|)janlibO(.|#|)
JANLIBOW	(.|#|)janlibo(.|#|)
JANLIPOMA	(.|#|)janlipOma(.|#|)
JANTAŔBARWNYCH	(.|#|)jantarbarwn1x(.|#|)
JANTAŔŽOŁTYM	(.|#|)jantarZOut1m(.|#|)
JANTAŔŽOŁTYM	(.|#|)jantarZout1m(.|#|)
JANTCE	(.|#|)janttsE(.|#|)
JANTKOW	(.|#|)jantkO(.|#|)
JANTKOW	(.|#|)jantko(.|#|)
JANUAROWU	(.|#|)januarOwu(.|#|)
JANUAROWU	(.|#|)januarowu(.|#|)
JANUARU	(.|#|)januaru(.|#|)
JANUARY	(.|#|)januar1(.|#|)
JANYŠKOWU	(.|#|)jan1SkOwu(.|#|)
JANYŠKOWU	(.|#|)jan1Skowu(.|#|)
JANŚE	(.|#|)janSE(.|#|)
JANŠOWARJOMA	(.|#|)janSOwarjOma(.|#|)
JANŠOWARJOMA	(.|#|)janSowarjOma(.|#|)
JANŹELSKE	(.|#|)janZElskE(.|#|)
JAPAŃSKA	(.|#|)japajnska(.|#|)
JAPAŃŠĆINA	(.|#|)japajnStSina(.|#|)
JAPAŃŠĆINJE	(.|#|)japajnStSin(j|)E(.|#|)
JAR	(.|#|)jar(.|#|)
JARIŃSKE	(.|#|)jarinskE(.|#|)
JARJEŠČAŃSKEM	(.|#|)jar(j|)EStSajnskEm(.|#|)
JARK	(.|#|)jark(.|#|)
JAROWIZĚRUJOTEJ	(.|#|)jarOwizjirujOtej(.|#|)
JAROWIZĚRUJOTEJ	(.|#|)jarowizjirujOtej(.|#|)
JAROŠ	(.|#|)jarOS(.|#|)
JASERŃSKEGO	(.|#|)jasErjnskEgO(.|#|)
JASEŃCY	(.|#|)jasEjnts1(.|#|)
JASEŃCY	(.|#|)jasejnts1(.|#|)
JASEŃKOJU	(.|#|)jasEjnkOju(.|#|)
JASEŃKOJU	(.|#|)jasenkOju(.|#|)
JASEŃSKIMI	(.|#|)jasEjnskimi(.|#|)
JASEŃSKIMI	(.|#|)jasejnskimi(.|#|)
JASMINAMI	(.|#|)jasminami(.|#|)
JASOŃCE	(.|#|)jasOjntsE(.|#|)
JASOŃKACH	(.|#|)jasOjnkax(.|#|)
JASPISU	(.|#|)jaspisu(.|#|)
JASTŚEB	(.|#|)jastSEp(.|#|)
JASTŚEBIKAM	(.|#|)jastSEbikam(.|#|)
JASTŚEBNIŠĆOM	(.|#|)jastSEbniStSOm(.|#|)
JASŁAWCE	(.|#|)jaswautsE(.|#|)
JASŃ	(.|#|)jas(.|#|)
JASŃTEJ	(.|#|)jasjntej(.|#|)
JAT	(.|#|)jat(.|#|)
JATOJSKEJ	(.|#|)jatOjskej(.|#|)
JATŠ	(.|#|)jatS(.|#|)
JATŠAŔ	(.|#|)jatSar(.|#|)
JAW	(.|#|)jau(.|#|)
JAWIZYNYCH	(.|#|)jawiz1n1x(.|#|)
JAWORA	(.|#|)jawOra(.|#|)
JAWORNIKACH	(.|#|)jawOrnikax(.|#|)
JAWŚO	(.|#|)jauSO(.|#|)
JAZ	(.|#|)jaz(.|#|)
JAZ	(.|#|)jas(.|#|)
JAZERKOW	(.|#|)jazErkO(.|#|)
JAZERKOW	(.|#|)jazErko(.|#|)
JAZORATA	(.|#|)jazOrata(.|#|)
JAZORCAŃSKEGO	(.|#|)jazOrtsajnskEgO(.|#|)
JAZORKOMA	(.|#|)jazOrkOma(.|#|)
JAZORKOMA	(.|#|)jazOrkUma(.|#|)
JAZORSKEJ	(.|#|)jazOrskej(.|#|)
JAZW	(.|#|)jaz(.|#|)
JAZWACH	(.|#|)jazwax(.|#|)
JAZWAMI	(.|#|)jazwami(.|#|)
JAZWINOWU	(.|#|)jazwinOwu(.|#|)
JAZWINOWU	(.|#|)jazwinowu(.|#|)
JAZWJE	(.|#|)jazw(j|)E(.|#|)
JAZWOJU	(.|#|)jazwOju(.|#|)
JAZWOMA	(.|#|)jazwOma(.|#|)
JAZWOWYCH	(.|#|)jazwOw1x(.|#|)
JAZWOWYCH	(.|#|)jazwow1x(.|#|)
JAZWY	(.|#|)jazw1(.|#|)
JAZZ	(.|#|)jaz(.|#|)
JAZZ	(.|#|)jazs(.|#|)
JAZZMUZIKOMA	(.|#|)jazmuzikOma(.|#|)
JAZZMUZIKOMA	(.|#|)jazmuzikUma(.|#|)
JAŁOJCYSKAMI	(.|#|)jawOjts1skami(.|#|)
JAŁOWICKA	(.|#|)jawOwitska(.|#|)
JAŁOWICKA	(.|#|)jawowitska(.|#|)
JAŁOWJETAM	(.|#|)jawOu(j|)Etam(.|#|)
JAŁOWJETAM	(.|#|)jawou(j|)Etam(.|#|)
JAŃC	(.|#|)jajnts(.|#|)
JAŃCA	(.|#|)jajntsa(.|#|)
JAŃŠ	(.|#|)jajnS(.|#|)
JAŃŹELA	(.|#|)jajnZEla(.|#|)
JAŚANOJU	(.|#|)jaSanOju(.|#|)
JAŚAŃSKEMU	(.|#|)jaSajnskEmu(.|#|)
JAŠANY	(.|#|)jaSan1(.|#|)
JAŠY	(.|#|)jaS1(.|#|)
JAŠĆ	(.|#|)jaStS(.|#|)
JAŠĆERISKO	(.|#|)jaStSEriskO(.|#|)
JAŠĆIM	(.|#|)jaStSim(.|#|)
JAŹINACH	(.|#|)jaZinax(.|#|)
JAŽ	(.|#|)jaS(.|#|)
JAŽYNOJU	(.|#|)jaZ1nOju(.|#|)
JAŽYNU	(.|#|)jaZ1nu(.|#|)
JAŽYŃSKEJ	(.|#|)jaZ1jnskej(.|#|)
JE	(.|#|)jE(.|#|)
JEB	(.|#|)jEp(.|#|)
JEBAK	(.|#|)jEbak(.|#|)
JEBATEM	(.|#|)jEbatEm(.|#|)
JECK	(.|#|)jEtsk(.|#|)
JECSŁAWAM	(.|#|)jEtsswawam(.|#|)
JEDLEŃCYNYCH	(.|#|)jEdlEjnts1n1x(.|#|)
JEDLEŃCYNYCH	(.|#|)jEdlejnts1n1x(.|#|)
JEDRO	(.|#|)jEdrO(.|#|)
JEEPAM	(.|#|)jEpam(.|#|)
JEGLINOJU	(.|#|)jEglinOju(.|#|)
JEGŁAMI	(.|#|)jEgwami(.|#|)
JEGŁOWEM	(.|#|)jEgwOwEm(.|#|)
JEGŁOWEM	(.|#|)jEgwowEm(.|#|)
JEGŁY	(.|#|)jEgw1(.|#|)
JEJ	(.|#|)jej(.|#|)
JEJKAŠ	(.|#|)jejkaS(.|#|)
JELENICA	(.|#|)jElEnitsa(.|#|)
JELITAKAM	(.|#|)jElitakam(.|#|)
JEMJELAM	(.|#|)jEmjElam(.|#|)
JEN	(.|#|)jEn(.|#|)
JENISEJU	(.|#|)jEniseju(.|#|)
JENIŠCAŃSKEM	(.|#|)jEniStsajnskEm(.|#|)
JENIŠECACH	(.|#|)jEniSEtsax(.|#|)
JENŹELCANARKA	(.|#|)jEnZEltsanarka(.|#|)
JENŹELCANAŔKA	(.|#|)jEnZEltsanarka(.|#|)
JENŹELŠĆINACH	(.|#|)jEnZElStSinax(.|#|)
JERAŠACH	(.|#|)jEraSax(.|#|)
JERAŠOWYM	(.|#|)jEraSOw1m(.|#|)
JERAŠOWYM	(.|#|)jEraSow1m(.|#|)
JERJEBCACH	(.|#|)jEr(j|)Ebtsax(.|#|)
JERJEBCOW	(.|#|)jEr(j|)EbtsO(.|#|)
JERJEBCOW	(.|#|)jEr(j|)Ebtso(.|#|)
JERJEBCU	(.|#|)jEr(j|)Ebtsu(.|#|)
JERJEBINAM	(.|#|)jEr(j|)Ebinam(.|#|)
JERJEBKOW	(.|#|)jEr(j|)EpkO(.|#|)
JERJEBKOW	(.|#|)jEr(j|)Epko(.|#|)
JERJEGINEGO	(.|#|)jEr(j|)EginEgO(.|#|)
JERJEGINYMA	(.|#|)jEr(j|)Egin1ma(.|#|)
JERJEŁSKEJ	(.|#|)jEr(j|)Ewskej(.|#|)
JERŁA	(.|#|)jErwa(.|#|)
JERŁACH	(.|#|)jErwax(.|#|)
JERŁOJU	(.|#|)jErwOju(.|#|)
JERŁOM	(.|#|)jErwOm(.|#|)
JERŁU	(.|#|)jErwu(.|#|)
JERŁY	(.|#|)jErw1(.|#|)
JERŠ	(.|#|)jErS(.|#|)
JESOTROW	(.|#|)jEsOtrO(.|#|)
JESOTROW	(.|#|)jEsOtro(.|#|)
JESĆA	(.|#|)jEstSa(.|#|)
JESĆA	(.|#|)jEStSa(.|#|)
JESĆIJI	(.|#|)jEstSiji(.|#|)
JESĆIJI	(.|#|)jEStSij(.|#|)
JET	(.|#|)jEt(.|#|)
JETLAGACH	(.|#|)jEtlagax(.|#|)
JETONACH	(.|#|)jEtOnax(.|#|)
JETŠ	(.|#|)jEtS(.|#|)
JEZUSAJMY	(.|#|)jEzusajm1(.|#|)
JEZUSAJMY	(.|#|)jEzusajmU(.|#|)
JEZUSKOMA	(.|#|)jEzuskOma(.|#|)
JEZUSKOMA	(.|#|)jEzuskUma(.|#|)
JEŃŠ	(.|#|)jEjnS(.|#|)
JEŃŠ	(.|#|)jenS(.|#|)
JEŃŠACH	(.|#|)jEjnSax(.|#|)
JEŃŠACH	(.|#|)jenSax(.|#|)
JEŃŠOM	(.|#|)jEjnSOm(.|#|)
JEŃŠOM	(.|#|)jenSOm(.|#|)
JEŚE	(.|#|)jESE(.|#|)
JEŠK	(.|#|)jESk(.|#|)
JEŠĆ	(.|#|)jEStS(.|#|)
JEŠĆECU	(.|#|)jEStSEtsu(.|#|)
JEŠĆONEGO	(.|#|)jEStSOnEgO(.|#|)
JEŠĆTEJ	(.|#|)jEStStej(.|#|)
JEŠĆĆO	(.|#|)jEStSO(.|#|)
JEŽ	(.|#|)jES(.|#|)
JEŽ	(.|#|)jeS(.|#|)
JEŽA	(.|#|)jEZa(.|#|)
JEŽA	(.|#|)jeZa(.|#|)
JEŽAŠĆO	(.|#|)jEZaStSO(.|#|)
JEŽAŠĆO	(.|#|)jeZaStSO(.|#|)
JEŽECY	(.|#|)jEZEts1(.|#|)
JEŽECY	(.|#|)jeZEts1(.|#|)
JEŽMEJ	(.|#|)jEZmej(.|#|)
JEŽMEJ	(.|#|)jeZmej(.|#|)
JEŽMY	(.|#|)jEZm1(.|#|)
JEŽMY	(.|#|)jeZmU(.|#|)
JEŽONEJ	(.|#|)jEZOnej(.|#|)
JEŽONEJ	(.|#|)jeZUnej(.|#|)
JEŽOWKOWU	(.|#|)jEZOukOwu(.|#|)
JEŽOWKOWU	(.|#|)jeZoukowu(.|#|)
JEŽTEJ	(.|#|)jEZtej(.|#|)
JEŽTEJ	(.|#|)jeZtej(.|#|)
JEŽYCE	(.|#|)jEZ1tsE(.|#|)
JEŽYCE	(.|#|)jeZ1tsE(.|#|)
JEŽYKACH	(.|#|)jEZ1kax(.|#|)
JEŽYKACH	(.|#|)jeZ1kax(.|#|)
JEŽYLI	(.|#|)jEZ1li(.|#|)
JEŽYLI	(.|#|)jeZ1li(.|#|)
JEŽYMY	(.|#|)jEZ1m1(.|#|)
JEŽYMY	(.|#|)jeZ1mU(.|#|)
JEŽYNOM	(.|#|)jEZ1nOm(.|#|)
JEŽYNOM	(.|#|)jeZ1nOm(.|#|)
JEŽYŁA	(.|#|)jEZ1wa(.|#|)
JEŽYŁA	(.|#|)jeZ1wa(.|#|)
JEŽYŃSKIM	(.|#|)jEZ1jnskim(.|#|)
JEŽYŃSKIM	(.|#|)jeZ1jnskim(.|#|)
JEŽYŠ	(.|#|)jEZ1S(.|#|)
JEŽYŠ	(.|#|)jeZ1S(.|#|)
JEŽĆO	(.|#|)jEZtSO(.|#|)
JEŽĆO	(.|#|)jeZtSO(.|#|)
JGRACH	(.|#|)jgrax(.|#|)
JGRAM	(.|#|)jgram(.|#|)
JGROW	(.|#|)jgrO(.|#|)
JGROW	(.|#|)jgro(.|#|)
JGRU	(.|#|)jgru(.|#|)
JGRY	(.|#|)jgr1(.|#|)
JGRĚ	(.|#|)jgrji(.|#|)
JICH	(.|#|)jix(.|#|)
JICH	(.|#|)jiC(.|#|)
JIDIŠĆINA	(.|#|)jidiStSina(.|#|)
JIM	(.|#|)jim(.|#|)
JIMAJTEJ	(.|#|)jimajtej(.|#|)
JIŁOJSKIMA	(.|#|)jiwOjskima(.|#|)
JO	(.|#|)jO(.|#|)
JOB	(.|#|)jOp(.|#|)
JOBBERZOMA	(.|#|)jObErzOma(.|#|)
JOBBERZU	(.|#|)jObErzu(.|#|)
JOBBOWANIM	(.|#|)jObOwanim(.|#|)
JOBBOWANIM	(.|#|)jObowanim(.|#|)
JOBK	(.|#|)jOpk(.|#|)
JOCHUMACH	(.|#|)jOxumax(.|#|)
JOCHUMJE	(.|#|)jOxumjE(.|#|)
JOCHUMY	(.|#|)jOxum1(.|#|)
JOCHUMY	(.|#|)jOxumU(.|#|)
JOD	(.|#|)jOt(.|#|)
JOGHURTY	(.|#|)jOghurt1(.|#|)
JOKUFACH	(.|#|)jOkufax(.|#|)
JOKUFJE	(.|#|)jOkufjE(.|#|)
JOKUFOM	(.|#|)jOkufOm(.|#|)
JOKUFU	(.|#|)jOkufu(.|#|)
JOKUFY	(.|#|)jOkuf1(.|#|)
JOKUŠAM	(.|#|)jOkuSam(.|#|)
JOKŠ	(.|#|)jOkS(.|#|)
JOKŠACH	(.|#|)jOkSax(.|#|)
JOLLAMI	(.|#|)jOlami(.|#|)
JOMCE	(.|#|)jOmtsE(.|#|)
JOMK	(.|#|)jOmk(.|#|)
JOMKOM	(.|#|)jOmkOm(.|#|)
JOMKOM	(.|#|)jOmkUm(.|#|)
JOP	(.|#|)jOp(.|#|)
JOPA	(.|#|)jOpa(.|#|)
JOPJE	(.|#|)jOpjE(.|#|)
JOPK	(.|#|)jOpk(.|#|)
JOPKOW	(.|#|)jOpkO(.|#|)
JOPKOW	(.|#|)jOpko(.|#|)
JOPOWU	(.|#|)jOpOwu(.|#|)
JOPOWU	(.|#|)jOpowu(.|#|)
JORDANU	(.|#|)jOrdanu(.|#|)
JOSY	(.|#|)jOs1(.|#|)
JOTĚRUJUCEJ	(.|#|)jOtjirujutsej(.|#|)
JOULEOWU	(.|#|)jOulEOwu(.|#|)
JOULEOWU	(.|#|)jOulEowu(.|#|)
JOZEPAM	(.|#|)jOzEpam(.|#|)
JOZEPJE	(.|#|)jOzEpjE(.|#|)
JOZEPOWU	(.|#|)jOzEpOwu(.|#|)
JOZEPOWU	(.|#|)jOzEpowu(.|#|)
JOZEPU	(.|#|)jOzEpu(.|#|)
JOZEPY	(.|#|)jOzEp1(.|#|)
JOŠ	(.|#|)jOS(.|#|)
JOŠAM	(.|#|)jOSam(.|#|)
JOŠOM	(.|#|)jOSOm(.|#|)
JOŠT	(.|#|)jOSt(.|#|)
JOŠTOJU	(.|#|)jOStOju(.|#|)
JOŠTOMA	(.|#|)jOStOma(.|#|)
JOŠU	(.|#|)jOSu(.|#|)
JOŠĆE	(.|#|)jOStSE(.|#|)
JOŹE	(.|#|)jOZE(.|#|)
JSACH	(.|#|)jsax(.|#|)
JSAM	(.|#|)jsam(.|#|)
JSOMA	(.|#|)jsOma(.|#|)
JSOW	(.|#|)jsO(.|#|)
JSOW	(.|#|)jso(.|#|)
JSU	(.|#|)jsu(.|#|)
JSY	(.|#|)js1(.|#|)
JSYŠĆOMA	(.|#|)js1StSOma(.|#|)
JU	(.|#|)ju(.|#|)
JUCHA	(.|#|)juxa(.|#|)
JUCHOWATY	(.|#|)juxOwat1(.|#|)
JUCHOWATY	(.|#|)juxowat1(.|#|)
JUCHOWJENJOMA	(.|#|)juxOu(j|)EnjOma(.|#|)
JUCHOWJENJOMA	(.|#|)juxou(j|)EnjOma(.|#|)
JUCHTA	(.|#|)juxta(.|#|)
JUDAŠACH	(.|#|)judaSax(.|#|)
JUDAŠE	(.|#|)judaSE(.|#|)
JUDAŠOJSKEGO	(.|#|)judaSOjskEgO(.|#|)
JUDAŠU	(.|#|)judaSu(.|#|)
JUDOKA	(.|#|)judOka(.|#|)
JUDY	(.|#|)jud1(.|#|)
JUG	(.|#|)jug(.|#|)
JUGANAMI	(.|#|)juganami(.|#|)
JUGI	(.|#|)jugi(.|#|)
JUGOSŁOWJAŃSKEM	(.|#|)jugOswOujajnskEm(.|#|)
JUGOSŁOWJAŃSKEM	(.|#|)jugOswoujajnskEm(.|#|)
JUKS	(.|#|)juks(.|#|)
JULIAŃSKA	(.|#|)juliajnska(.|#|)
JULIJ	(.|#|)juli(.|#|)
JUNGORJE	(.|#|)jungOr(j|)E(.|#|)
JUNIJOM	(.|#|)junijOm(.|#|)
JUNONISKEM	(.|#|)junOniskEm(.|#|)
JUNONISKI	(.|#|)junOniski(.|#|)
JUPCE	(.|#|)juptsE(.|#|)
JUPITERACH	(.|#|)jupitErax(.|#|)
JUPKAMI	(.|#|)jupkami(.|#|)
JURANY	(.|#|)juran1(.|#|)
JURC	(.|#|)jurts(.|#|)
JURCAK	(.|#|)jurtsak(.|#|)
JURCCE	(.|#|)jurtsE(.|#|)
JURCKOMA	(.|#|)jurtskOma(.|#|)
JURCKOMA	(.|#|)jurtskUma(.|#|)
JURCOJU	(.|#|)jurtsOju(.|#|)
JURCU	(.|#|)jurtsu(.|#|)
JURE	(.|#|)jurE(.|#|)
JURICU	(.|#|)juritsu(.|#|)
JURIŠKOJU	(.|#|)juriSkOju(.|#|)
JURIŠKU	(.|#|)juriSku(.|#|)
JURJEŃCACH	(.|#|)jur(j|)Ejntsax(.|#|)
JURJEŃCACH	(.|#|)jur(j|)ejntsax(.|#|)
JURK	(.|#|)jurk(.|#|)
JURKAM	(.|#|)jurkam(.|#|)
JUROWKOW	(.|#|)jurOukO(.|#|)
JUROWKOW	(.|#|)jurouko(.|#|)
JURU	(.|#|)juru(.|#|)
JUSCE	(.|#|)justsE(.|#|)
JUSK	(.|#|)jusk(.|#|)
JUSKOŚE	(.|#|)juskOSE(.|#|)
JUSOSU	(.|#|)jusOsu(.|#|)
JUST	(.|#|)just(.|#|)
